ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
17.7.3,Advanced Audit Policy Configuration,Authorization Policy Change,auditpol,{0CCE9231-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success,contains,Low
17.7.4,Advanced Audit Policy Configuration,MPSSVC Rule-Level Policy Change,auditpol,{0CCE9232-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.7.5,Advanced Audit Policy Configuration,Other Policy Change Events,auditpol,{0CCE9234-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Failure,contains,Low
17.8.1,Advanced Audit Policy Configuration,Sensitive Privilege Use,auditpol,{0CCE9228-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.9.1,Advanced Audit Policy Configuration,IPsec Driver,auditpol,{0CCE9213-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success and Failure,=,Low
17.9.2,Advanced Audit Policy Configuration,Other System Events,auditpol,{0CCE9214-69AE-11D9-BED3-505054503030},,,,,,Success and Failure,Success and Failure,=,Low
17.9.3,Advanced Audit Policy Configuration,Security State Change,auditpol,{0CCE9210-69AE-11D9-BED3-505054503030},,,,,,Success,Success,contains,Low
17.9.4,Advanced Audit Policy Configuration,Security System Extension,auditpol,{0CCE9211-69AE-11D9-BED3-505054503030},,,,,,No Auditing,Success,contains,Low
17.9.5,Advanced Audit Policy Configuration,System Integrity,auditpol,{0CCE9212-69AE-11D9-BED3-505054503030},,,,,,Success and Failure,Success and Failure,=,Low
18.1.1.1,Administrative Templates: Control Panel,Personalization: Prevent enabling lock screen camera,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenCamera,,,,0,1,=,Low
18.1.1.2,Administrative Templates: Control Panel,Personalization: Prevent enabling lock screen slide show,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenSlideshow,,,,0,1,=,Low
18.1.2.2,Administrative Templates: Control Panel,Regional and Language Options: Allow users to enable online speech recognition services,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\InputPersonalization,AllowInputPersonalization,,,,1,0,=,Medium
18.4.2,MS Security Guide,Configure RPC packet level privacy setting for incoming connections,Registry,,HKLM:\System\CurrentControlSet\Control\Print,RpcAuthnLevelPrivacyEnabled,,,,,1,=,Medium
18.4.3,MS Security Guide,Configure SMB v1 client driver,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\MrxSmb10,Start,,,,1,4,=,Medium
18.4.4,MS Security Guide,Configure SMB v1 server,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,SMB1,,,,1,0,=,Medium
18.4.5,MS Security Guide,Enable Certificate Padding,Registry,,HKLM:\SOFTWARE\Microsoft\Cryptography\Wintrust\Config,EnableCertPaddingCheck,,,,,1,=,Medium
18.4.6,MS Security Guide,Enable Structured Exception Handling Overwrite Protection (SEHOP),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,DisableExceptionChainValidation,,,,0,0,=,Medium
18.4.7,MS Security Guide,NetBT NodeType configuration,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,NodeType,,,,0,2,=,Medium
18.4.8,MS Security Guide,WDigest Authentication,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest,UseLogonCredential,,,,0,0,=,High
18.5.2,MSS (Legacy),MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing),Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters,DisableIPSourceRouting,,,,0,2,=,Medium
18.5.3,MSS (Legacy),MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing),Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,DisableIPSourceRouting,,,,1,2,=,Medium
18.5.4,MSS (Legacy),MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes,Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,EnableICMPRedirect,,,,1,0,=,Medium
18.5.6,MSS (Legacy),MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers,Registry,,HKLM:\System\CurrentControlSet\Services\Netbt\Parameters,NoNameReleaseOnDemand,,,,0,1,=,Medium
18.5.8,MSS (Legacy),MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager,SafeDLLSearchMode,,,,0,1,=,Medium
18.5.9,MSS (Legacy),MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires (0 recommended),Registry,,HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,ScreenSaverGracePeriod,,,,5,5,<=,Medium
18.5.12,MSS (Legacy),MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\Eventlog\Security,WarningLevel,,,,0,90,<=,Medium
18.6.4.1,Administrative Templates: Network,DNS Client: Configure DNS over HTTPS (DoH) name resolution,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient,DoHPolicy,,,,,2,>=,Medium
18.6.4.2,Administrative Templates: Network,DNS Client: Configure NetBIOS settings,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient,EnableNetbios,,,,,2,=,Medium
18.6.4.3,Administrative Templates: Network,DNS Client: Turn off multicast name resolution (LLMNR),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient,EnableMulticast,,,,1,0,=,Medium
18.6.8.1,Administrative Templates: Network,Lanman Workstation: Enable insecure guest logons,Registry,,HKLM:\Software\Policies\Microsoft\Windows\LanmanWorkstation,AllowInsecureGuestAuth,,,,1,0,=,Medium
18.6.11.2,Administrative Templates: Network,Network Connections: Prohibit installation and configuration of Network Bridge on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_AllowNetBridge_NLA,,,,0,0,=,Medium
18.6.11.3,Administrative Templates: Network,Network Connections: Prohibit use of Internet Connection Sharing on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_ShowSharedAccessUI,,,,1,0,=,Medium
18.6.11.4,Administrative Templates: Network,Network Connections: Require domain users to elevate when setting a network's location,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_StdDomainUserSetLocation,,,,0,1,=,Medium
18.6.21.1,Administrative Templates: Network,Windows Connection Manager: Minimize the number of simultaneous connections to the Internet or a Windows Domain,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fMinimizeConnections,,,,1,3,=,Medium
18.7.1,Administrative Templates: Printers,Allow Print Spooler to accept client connections,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,RegisterSpoolerRemoteRpcEndPoint,,,,1,2,=,Medium
18.7.2,Administrative Templates: Printers,Configure Redirection Guard,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,RedirectionGuardPolicy,,,,,1,=,Medium
18.7.3,Administrative Templates: Printers,Configure RPC connection settings (RpcUseNamedPipeProtocol),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcUseNamedPipeProtocol,,,,,0,=,Medium
18.7.4,Administrative Templates: Printers,Configure RPC connection settings (RpcAuthentication),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcAuthentication,,,,,0,=,Medium
18.7.5,Administrative Templates: Printers,Configure RPC listener settings (RpcProtocols),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcProtocols,,,,,5,=,Medium
18.7.6,Administrative Templates: Printers,Configure RPC listener settings (ForceKerberosForRpc),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,ForceKerberosForRpc,,,,,0,>=,Medium
18.7.7,Administrative Templates: Printers,Configure RPC over TCP port,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcTcpPort,,,,,0,=,Medium
18.7.8,Administrative Templates: Printers,Limits print driver installation to Administrators,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint,RestrictDriverInstallationToAdministrators,,,,,1,=,Medium
18.7.9,Administrative Templates: Printers,Manage processing of Queue-specific files,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,CopyFilesPolicy,,,,,1,=,Medium
18.7.10,Administrative Templates: Printers,Point and Print Restrictions: When installing drivers for a new connection,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint,NoWarningNoElevationOnInstall,,,,0,0,=,Medium
18.7.11,Administrative Templates: Printers,Point and Print Restrictions: When updating drivers for an existing connection,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint,UpdatePromptSettings,,,,0,0,=,Medium
18.9.3.1,Administrative Templates: System,Audit Process Creation: Include command line in process creation events,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit,ProcessCreationIncludeCmdLine_Enabled,,,,0,1,=,Medium
18.9.4.1,Administrative Templates: System,Credentials Delegation: Encryption Oracle Remediation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters,AllowEncryptionOracle,,,,0,0,=,Medium
18.9.4.2,Administrative Templates: System,Credentials Delegation: Remote host allows delegation of non-exportable credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation,AllowProtectedCreds,,,,0,1,=,Medium
18.9.7.2,Administrative Templates: System,Device Installation: Device Installation Restrictions: Prevent device metadata retrieval from the Internet,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Device Metadata,PreventDeviceMetadataFromNetwork,,,,,1,=,Medium
18.9.13.1,Administrative Templates: System,Early Launch Antimalware: Boot-Start Driver Initialization Policy,Registry,,HKLM:\System\CurrentControlSet\Policies\EarlyLaunch,DriverLoadPolicy,,,,0,3,=,Medium
18.9.19.2,Administrative Templates: System,Group Policy: Do not apply during periodic background processing,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoGPOListChanges,,,,0,0,=,Medium
18.9.19.3,Administrative Templates: System,Group Policy: Process even if the Group Policy objects have not changed,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoBackgroundPolicy,,,,1,0,=,Medium
18.9.19.4,Administrative Templates: System,Group Policy: Configure security policy processing: Do not apply during periodic background processing,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{827D319E-6EAC-11D2-A4EA-00C04F79F83A},NoBackgroundPolicy,,,,1,0,=,Medium
18.9.19.5,Administrative Templates: System,Group Policy: Configure security policy processing: Process even if the Group Policy objects have not changed,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{827D319E-6EAC-11D2-A4EA-00C04F79F83A},NoGPOListChanges,,,,1,0,=,Medium
18.9.19.6,Administrative Templates: System,Group Policy: Continue experiences on this device,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,EnableCdp,,,,1,0,=,Medium
18.9.19.7,Administrative Templates: System,Group Policy: Turn off background refresh of Group Policy,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableBkGndGroupPolicy,,,,0,0,=,Medium
18.9.20.1.1,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,DisableWebPnPDownload,,,,0,1,=,Medium
18.9.20.1.5,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoWebServices,,,,0,1,=,Medium
18.9.24.1,Administrative Templates: System,Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection,DeviceEnumerationPolicy,,,,2,0,=,Medium
18.9.26.1,Administrative Templates: System,Local Security Authority: Allow Custom SSPs and APs to be loaded into LSASS,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowCustomSSPsAPs,,,,,0,=,Medium
18.9.28.1,Administrative Templates: System,Logon: Block user from showing account details on sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockUserFromShowingAccountDetailsOnSignin,,,,0,1,=,Medium
18.9.28.2,Administrative Templates: System,Logon: Do not display network selection UI,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DontDisplayNetworkSelectionUI,,,,0,1,=,Medium
18.9.28.3,Administrative Templates: System,Logon: Do not enumerate connected users on domain-joined computers,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,DontEnumerateConnectedUsers,,,,0,1,=,Medium
18.9.28.5,Administrative Templates: System,Logon: Turn off app notifications on the lock screen,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,DisableLockScreenAppNotifications,,,,0,1,=,Medium
18.9.28.6,Administrative Templates: System,Logon: Turn off picture password sign-in,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\System,BlockDomainPicturePassword,,,,0,1,=,Medium
18.9.28.7,Administrative Templates: System,Logon: Turn on convenience PIN sign-in,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowDomainPINLogon,,,,1,0,=,Medium
18.9.33.6.3,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,DCSettingIndex,,,,0,1,=,Medium
18.9.33.6.4,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,ACSettingIndex,,,,0,1,=,Medium
18.9.35.1,Administrative Templates: System,Remote Assistance: Configure Offer Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowUnsolicited,,,,1,0,=,Medium
18.9.35.2,Administrative Templates: System,Remote Assistance: Configure Solicited Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowToGetHelp,,,,1,0,=,Medium
18.9.39.1,Administrative Templates: System,Security Account Manager: Configure validation of ROCA-vulnerable WHfB keys during authentication (DC only),Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System\SAM,SamNGCKeyROCAValidation,,,,,1,>=,Medium
18.9.51.1.1,Administrative Templates: System,Time Providers: Enable Windows NTP Client,Registry,,HKLM:\Software\Policies\Microsoft\W32time\TimeProviders\NtpClient,Enabled,,,,0,1,=,Medium
18.10.5.1,Administrative Templates: Windows Components,App runtime: Allow Microsoft accounts to be optional,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System,MSAOptional,,,,0,1,=,Medium
18.10.7.1,Administrative Templates: Windows Components,AutoPlay Policies: Disallow Autoplay for non-volume devices,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Explorer,NoAutoplayfornonVolume,,,,0,1,=,Medium
18.10.7.2,Administrative Templates: Windows Components,AutoPlay Policies: Set the default behavior for AutoRun,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoAutorun,,,,0,1,=,Medium
18.10.7.3,Administrative Templates: Windows Components,AutoPlay Policies: Turn off Autoplay,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,,,,0,255,=,Medium
18.10.8.1.1,Administrative Templates: Windows Components,Biometrics: Facial Features: Configure enhanced anti-spoofing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures,EnhancedAntiSpoofing,,,,,1,=,Medium
18.10.12.1,Administrative Templates: Windows Components,Cloud Content: Turn off cloud consumer account state content,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableConsumerAccountStateContent,,,,,1,=,Medium
18.10.12.3,Administrative Templates: Windows Components,Cloud Content: Turn off Microsoft consumer experiences,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CloudContent,DisableWindowsConsumerFeatures,,,,0,1,=,Medium
18.10.13.1,Administrative Templates: Windows Components,Connect: Require pin for pairing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Connect,RequirePinForPairing,,,,0,1,>=,Medium
18.10.14.1,Administrative Templates: Windows Components,Credential User Interface: Do not display the password reveal button,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredUI,DisablePasswordReveal,,,,0,1,=,Medium
18.10.14.2,Administrative Templates: Windows Components,Credential User Interface: Enumerate administrator accounts on elevation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI,EnumerateAdministrators,,,,1,0,=,Medium
18.10.15.1,Administrative Templates: Windows Components,Data Collection and Preview Builds: Allow Diagnostic Data,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,AllowTelemetry,,,,2,1,<=,Medium
18.10.15.3,Administrative Templates: Windows Components,Data Collection and Preview Builds: Disable OneSettings Downloads,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DisableOneSettingsDownloads,,,,,1,=,Medium
18.10.15.4,Administrative Templates: Windows Components,Data Collection and Preview Builds: Do not show feedback notifications,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DoNotShowFeedbackNotifications,,,,0,1,=,Medium
18.10.15.5,Administrative Templates: Windows Components,Data Collection and Preview Builds: Enable OneSettings Auditing,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,EnableOneSettingsAuditing,,,,,1,=,Medium
18.10.15.6,Administrative Templates: Windows Components,Data Collection and Preview Builds: Limit Diagnostic Log Collection,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,LimitDiagnosticLogCollection,,,,,1,=,Medium
18.10.15.7,Administrative Templates: Windows Components,Data Collection and Preview Builds: Limit Dump Collection,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,LimitDumpCollection,,,,,1,=,Medium
18.10.15.8,Administrative Templates: Windows Components,Data Collection and Preview Builds: Toggle user control over Insider builds,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\PreviewBuilds,AllowBuildPreview,,,,1,0,=,Medium
18.10.17.1,Administrative Templates: Windows Components,Desktop App Installer: Enable App Installer,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableAppInstaller,,,,,0,=,Medium
18.10.17.2,Administrative Templates: Windows Components,Desktop App Installer: Enable App Installer Experimental Features,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableExperimentalFeatures,,,,,0,=,Medium
18.10.17.3,Administrative Templates: Windows Components,Desktop App Installer: Enable App Installer Hash Override,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableHashOverride,,,,,0,=,Medium
18.10.17.4,Administrative Templates: Windows Components,Desktop App Installer: Enable App Installer ms-appinstaller protocol,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppInstaller,EnableMSAppInstallerProtocol,,,,,0,=,Medium
18.10.25.1.1,Administrative Templates: Windows Components,Event Log Service: Application: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application,Retention,,,,0,0,=,Medium
18.10.25.1.2,Administrative Templates: Windows Components,Event Log Service: Application: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application,MaxSize,,,,4096,32768,>=,Medium
18.10.25.2.1,Administrative Templates: Windows Components,Event Log Service: Security: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,Retention,,,,0,0,=,Medium
18.10.25.2.2,Administrative Templates: Windows Components,Event Log Service: Security: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,MaxSize,,,,4096,196608,>=,Medium
18.10.25.3.1,Administrative Templates: Windows Components,Event Log Service: Setup: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,Retention,,,,0,0,=,Medium
18.10.25.3.2,Administrative Templates: Windows Components,Event Log Service: Setup: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,MaxSize,,,,4096,32768,>=,Medium
18.10.25.4.1,Administrative Templates: Windows Components,Event Log Service: System: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,Retention,,,,0,0,=,Medium
18.10.25.4.2,Administrative Templates: Windows Components,Event Log Service: System: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,MaxSize,,,,4096,32768,>=,Medium
18.10.28.2,Administrative Templates: Windows Components,File Explorer: Turn off Data Execution Prevention for Explorer,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoDataExecutionPrevention,,,,0,0,=,Medium
18.10.28.3,Administrative Templates: Windows Components,File Explorer: Turn off heap termination on corruption,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoHeapTerminationOnCorruption,,,,0,0,=,Medium
18.10.28.4,Administrative Templates: Windows Components,File Explorer: Turn off shell protocol protected mode,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,PreXPSP2ShellProtocolBehavior,,,,0,0,=,Medium
18.10.41.1,Administrative Templates: Windows Components,Microsoft account: Block all consumer Microsoft account user authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftAccount,DisableUserAuth,,,,,1,=,Medium
18.10.42.5.1,Microsoft Defender Antivirus,MAPS: Configure local setting override for reporting to Microsoft MAPS,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet,LocalSettingOverrideSpynetReporting,,,,,0,=,Medium
18.10.42.6.1.1,Microsoft Defender Exploit Guard,Attack Surface Reduction rules,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_Rules,,,,0,1,=,Medium
18.10.42.6.3.1,Microsoft Defender Exploit Guard,Network Protection: Prevent users and apps from accessing dangerous websites,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection,EnableNetworkProtection,,,,,1,=,Medium
18.10.42.7.1,Microsoft Defender Antivirus,MpEngine: Enable file hash computation feature,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine,EnableFileHashComputation,,,,,1,=,Medium
18.10.42.10.1,Microsoft Defender Antivirus,Real-time Protection: Scan all downloaded files and attachments,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableIOAVProtection,,,,0,0,=,Medium
18.10.42.10.2,Microsoft Defender Antivirus,Real-time Protection: Turn off real-time protection,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableRealtimeMonitoring,,,,0,0,=,Medium
18.10.42.10.3,Microsoft Defender Antivirus,Real-time Protection: Turn on behavior monitoring (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,,,,0,0,=,Medium
18.10.42.10.4,Microsoft Defender Antivirus,Real-time Protection: Turn on script scanning,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableScriptScanning,,,,0,0,=,Medium
18.10.42.13.1,Microsoft Defender Antivirus,Scan: Scan packed executables,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisablePackedExeScanning,,,,,0,=,Medium
18.10.42.13.2,Microsoft Defender Antivirus,Scan: Scan removable drives,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,,,,1,0,=,Medium
18.10.42.13.3,Microsoft Defender Antivirus,Scan: Turn on e-mail scanning,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Scan,DisableEmailScanning,,,,1,0,=,Medium
18.10.42.16,Microsoft Defender Antivirus,Configure detection for potentially unwanted applications,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,PUAProtection,,,,0,1,=,Medium
18.10.42.17,Microsoft Defender Antivirus,Turn off Microsoft Defender Antivirus,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender,DisableAntiSpyware,,,,0,0,=,Medium
18.10.50.1,Administrative Templates: Windows Components,OneDrive: Prevent the usage of OneDrive for file storage,Registry,,HKLM:\Software\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,,,,0,1,=,Medium
18.10.56.2.2,Administrative Templates: Windows Components,Remote Desktop Connection Client: Do not allow passwords to be saved,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,DisablePasswordSaving,,,,0,1,=,Medium
18.10.56.3.3.3,Administrative Templates: Windows Components,Remote Desktop Session Host: Device and Resource Redirection: Do not allow drive redirection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fDisableCdm,,,,0,1,=,Medium
18.10.56.3.9.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Always prompt for password upon connection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fPromptForPassword,,,,0,1,=,Medium
18.10.56.3.9.2,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Require secure RPC communication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,fEncryptRPCTraffic,,,,0,1,=,Medium
18.10.56.3.9.3,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Require use of specific security layer for remote (RDP) connections,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,SecurityLayer,,,,0,2,=,Medium
18.10.56.3.9.4,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Require user authentication for remote connections by using Network Level Authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,UserAuthentication,,,,0,1,=,Medium
18.10.56.3.9.5,Administrative Templates: Windows Components,Remote Desktop Session Host: Security: Set client connection encryption level,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,MinEncryptionLevel,,,,0,3,=,Medium
18.10.56.3.11.1,Administrative Templates: Windows Components,Remote Desktop Session Host: Temporary folders: Do not delete temp folders upon exit,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,DeleteTempDirsOnExit,,,,1,1,=,Medium
18.10.56.3.11.2,Administrative Templates: Windows Components,Remote Desktop Session Host: Temporary folders: Do not use temporary folders per session,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services,PerSessionTempDir,,,,1,1,=,Medium
18.10.57.1,Administrative Templates: Windows Components,RSS Feeds: Prevent downloading of enclosures,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Feeds,DisableEnclosureDownload,,,,0,1,=,Medium
18.10.58.3,Administrative Templates: Windows Components,Search: Allow indexing of encrypted files,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowIndexingEncryptedStoresOrItems,,,,1,0,=,Medium
